year,countrycode,scenario,hdi.proj
2050,NER,SSP3,0.268126429
2055,NER,SSP3,0.270143003
2060,NER,SSP3,0.272313793
2065,NER,SSP3,0.273318266
2070,NER,SSP3,0.275455634
2075,NER,SSP3,0.276409518
2080,NER,SSP3,NA
2085,NER,SSP3,NA
2090,NER,SSP3,NA
2095,NER,SSP3,NA
2010,NGA,SSP3,0.436160253
2015,NGA,SSP3,0.445749471
2020,NGA,SSP3,0.460297858
2025,NGA,SSP3,0.469801295
2030,NGA,SSP3,0.47563262
2035,NGA,SSP3,0.479518062
2040,NGA,SSP3,0.482234642
2045,NGA,SSP3,0.484754624
2050,NGA,SSP3,0.488278343
2055,NGA,SSP3,0.492901811
2060,NGA,SSP3,0.495702226
2065,NGA,SSP3,0.501279922
2070,NGA,SSP3,0.503273786
2075,NGA,SSP3,0.507730606
2080,NGA,SSP3,NA
2085,NGA,SSP3,NA
2090,NGA,SSP3,NA
2095,NGA,SSP3,NA
2010,NIC,SSP3,0.512392862
2015,NIC,SSP3,0.517955555
2020,NIC,SSP3,0.52471531
2025,NIC,SSP3,0.531319285
2030,NIC,SSP3,0.536892119
2035,NIC,SSP3,0.542162947
2040,NIC,SSP3,0.546689373
2045,NIC,SSP3,0.55048308
2050,NIC,SSP3,0.553175273
2055,NIC,SSP3,0.554920434
2060,NIC,SSP3,0.5568142
2065,NIC,SSP3,0.55870402
2070,NIC,SSP3,0.560687071
2075,NIC,SSP3,0.561689659
2080,NIC,SSP3,NA
2085,NIC,SSP3,NA
2090,NIC,SSP3,NA
2095,NIC,SSP3,NA
2010,NLD,SSP3,0.821544771
2015,NLD,SSP3,0.824357824
2020,NLD,SSP3,0.829954862
2025,NLD,SSP3,0.835028805
2030,NLD,SSP3,0.83948413
2035,NLD,SSP3,0.843429272
2040,NLD,SSP3,0.847125049
2045,NLD,SSP3,0.850353557
2050,NLD,SSP3,0.852734424
2055,NLD,SSP3,0.854358879
2060,NLD,SSP3,0.856317409
2065,NLD,SSP3,0.858229864
2070,NLD,SSP3,0.860186211
2075,NLD,SSP3,0.86040833
2080,NLD,SSP3,NA
2085,NLD,SSP3,NA
2090,NLD,SSP3,NA
2095,NLD,SSP3,NA
2010,NOR,SSP3,0.86946797
2015,NOR,SSP3,0.872275432
2020,NOR,SSP3,0.876323944
2025,NOR,SSP3,0.880471043
2030,NOR,SSP3,0.884183416
2035,NOR,SSP3,0.887855819
2040,NOR,SSP3,0.891568977
2045,NOR,SSP3,0.89495083
2050,NOR,SSP3,0.89764924
2055,NOR,SSP3,0.899564736
2060,NOR,SSP3,0.901921669
2065,NOR,SSP3,0.90439573
2070,NOR,SSP3,0.906763093
2075,NOR,SSP3,0.907056704
2080,NOR,SSP3,NA
2085,NOR,SSP3,NA
2090,NOR,SSP3,NA
2095,NOR,SSP3,NA
2010,NPL,SSP3,0.40962981
2015,NPL,SSP3,0.422885408
2020,NPL,SSP3,0.439539853
2025,NPL,SSP3,0.452056655
2030,NPL,SSP3,0.462079591
2035,NPL,SSP3,0.469846021
2040,NPL,SSP3,0.475835511
2045,NPL,SSP3,0.479722675
2050,NPL,SSP3,0.481044892
2055,NPL,SSP3,0.481138813
2060,NPL,SSP3,0.481230829
2065,NPL,SSP3,0.481728917
2070,NPL,SSP3,0.482413829
2075,NPL,SSP3,0.482510238
2080,NPL,SSP3,NA
2085,NPL,SSP3,NA
2090,NPL,SSP3,NA
2095,NPL,SSP3,NA
2010,NZL,SSP3,0.834203312
2015,NZL,SSP3,0.838586706
2020,NZL,SSP3,0.844552376
2025,NZL,SSP3,0.850191377
2030,NZL,SSP3,0.854929658
2035,NZL,SSP3,0.859045454
2040,NZL,SSP3,0.862810444
2045,NZL,SSP3,0.866062193
2050,NZL,SSP3,0.868373732
2055,NZL,SSP3,0.869707632
2060,NZL,SSP3,0.871562199
2065,NZL,SSP3,0.873395802
2070,NZL,SSP3,0.875414536
2075,NZL,SSP3,0.87562657
2080,NZL,SSP3,NA
2085,NZL,SSP3,NA
2090,NZL,SSP3,NA
2095,NZL,SSP3,NA
2010,PAK,SSP3,0.425888713
2015,PAK,SSP3,0.430963384
2020,PAK,SSP3,0.437127382
2025,PAK,SSP3,0.441497975
2030,PAK,SSP3,0.44541824
2035,PAK,SSP3,0.449134122
2040,PAK,SSP3,0.452755249
2045,PAK,SSP3,0.456418852
2050,PAK,SSP3,0.459416576
2055,PAK,SSP3,0.462159798
2060,PAK,SSP3,0.464146894
2065,PAK,SSP3,0.466103811
2070,PAK,SSP3,0.468044348
2075,PAK,SSP3,0.46905722
2080,PAK,SSP3,NA
2085,PAK,SSP3,NA
2090,PAK,SSP3,NA
2095,PAK,SSP3,NA
2010,PAN,SSP3,0.71122225
2015,PAN,SSP3,0.722848253
2020,PAN,SSP3,0.735323927
2025,PAN,SSP3,0.741646769
2030,PAN,SSP3,0.745701427
2035,PAN,SSP3,0.748665351
2040,PAN,SSP3,0.751335373
2045,PAN,SSP3,0.754227404
2050,PAN,SSP3,0.756371196
2055,PAN,SSP3,0.757857649
2060,PAN,SSP3,0.75936834
2065,PAN,SSP3,0.760612125
2070,PAN,SSP3,0.761502819
2075,PAN,SSP3,0.760710585
2080,PAN,SSP3,NA
2085,PAN,SSP3,NA
2090,PAN,SSP3,NA
2095,PAN,SSP3,NA
2010,PER,SSP3,0.677366352
2015,PER,SSP3,0.68729585
2020,PER,SSP3,0.699972457
2025,PER,SSP3,0.70748699
2030,PER,SSP3,0.712300348
2035,PER,SSP3,0.716393994
2040,PER,SSP3,0.719319362
2045,PER,SSP3,0.722362042
2050,PER,SSP3,0.72427198
2055,PER,SSP3,0.725107996
2060,PER,SSP3,0.725978335
2065,PER,SSP3,0.726887228
2070,PER,SSP3,0.727515343
2075,PER,SSP3,0.727027153
2080,PER,SSP3,NA
2085,PER,SSP3,NA
2090,PER,SSP3,NA
2095,PER,SSP3,NA
2010,PHL,SSP3,0.590848381
2015,PHL,SSP3,0.596558822
2020,PHL,SSP3,0.60500296
2025,PHL,SSP3,0.611083769
2030,PHL,SSP3,0.616648212
2035,PHL,SSP3,0.622039693
2040,PHL,SSP3,0.627090285
2045,PHL,SSP3,0.631233259
2050,PHL,SSP3,0.633894229
2055,PHL,SSP3,0.6352127
2060,PHL,SSP3,0.636639522
2065,PHL,SSP3,0.638414436
2070,PHL,SSP3,0.640414456
2075,PHL,SSP3,0.641299608
2080,PHL,SSP3,NA
2085,PHL,SSP3,NA
2090,PHL,SSP3,NA
2095,PHL,SSP3,NA
2010,POL,SSP3,0.772748815
2015,POL,SSP3,0.782894081
2020,POL,SSP3,0.797068583
2025,POL,SSP3,0.806723799
2030,POL,SSP3,0.812724647
2035,POL,SSP3,0.816727479
2040,POL,SSP3,0.820063197
2045,POL,SSP3,0.822915723
2050,POL,SSP3,0.824696504
2055,POL,SSP3,0.825612321
2060,POL,SSP3,0.8268714
2065,POL,SSP3,0.82843258
2070,POL,SSP3,0.830342074
2075,POL,SSP3,0.83071743
2080,POL,SSP3,NA
2085,POL,SSP3,NA
2090,POL,SSP3,NA
2095,POL,SSP3,NA
2010,PRI,SSP3,NA
2015,PRI,SSP3,NA
2020,PRI,SSP3,NA
2025,PRI,SSP3,NA
2030,PRI,SSP3,NA
2035,PRI,SSP3,NA
2040,PRI,SSP3,NA
2045,PRI,SSP3,NA
2050,PRI,SSP3,NA
2055,PRI,SSP3,NA
2060,PRI,SSP3,NA
2065,PRI,SSP3,NA
2070,PRI,SSP3,NA
2075,PRI,SSP3,NA
2080,PRI,SSP3,NA
2085,PRI,SSP3,NA
2090,PRI,SSP3,NA
2095,PRI,SSP3,NA
2010,PRT,SSP3,0.705784227
2015,PRT,SSP3,0.711970615
2020,PRT,SSP3,0.720179757
2025,PRT,SSP3,0.730781747
2030,PRT,SSP3,0.742756975
2035,PRT,SSP3,0.754362496
2040,PRT,SSP3,0.764350739
2045,PRT,SSP3,0.771916753
2050,PRT,SSP3,0.776966364
2055,PRT,SSP3,0.780314673
2060,PRT,SSP3,0.783325255
2065,PRT,SSP3,0.785817235
2070,PRT,SSP3,0.787852457
2075,PRT,SSP3,0.787925447
2080,PRT,SSP3,NA
2085,PRT,SSP3,NA
2090,PRT,SSP3,NA
2095,PRT,SSP3,NA
2010,PRY,SSP3,0.590819963
2015,PRY,SSP3,0.594110269
2020,PRY,SSP3,0.599353192
2025,PRY,SSP3,0.60517613
2030,PRY,SSP3,0.611804362
2035,PRY,SSP3,0.617290798
2040,PRY,SSP3,0.623068939
2045,PRY,SSP3,0.627700408
2050,PRY,SSP3,0.63078538
2055,PRY,SSP3,0.632761215
2060,PRY,SSP3,0.634077592
2065,PRY,SSP3,0.63581472
2070,PRY,SSP3,0.637681383
2075,PRY,SSP3,0.638382955
2080,PRY,SSP3,NA
2085,PRY,SSP3,NA
2090,PRY,SSP3,NA
2095,PRY,SSP3,NA
2010,ROU,SSP3,0.705010026
2015,ROU,SSP3,0.71785776
2020,ROU,SSP3,0.73482673
2025,ROU,SSP3,0.74804084
2030,ROU,SSP3,0.757016858
2035,ROU,SSP3,0.763458454
2040,ROU,SSP3,0.768166876
2045,ROU,SSP3,0.77141422
2050,ROU,SSP3,0.773011147
2055,ROU,SSP3,0.773458784
2060,ROU,SSP3,0.774246087
2065,ROU,SSP3,0.77524238
2070,ROU,SSP3,0.776439717
2075,ROU,SSP3,0.776405024
2080,ROU,SSP3,NA
2085,ROU,SSP3,NA
2090,ROU,SSP3,NA
2095,ROU,SSP3,NA
2010,RUS,SSP3,0.698550987
2015,RUS,SSP3,0.709725632
2020,RUS,SSP3,0.721923778
2025,RUS,SSP3,0.730484551
2030,RUS,SSP3,0.736314772
2035,RUS,SSP3,0.740915398
2040,RUS,SSP3,0.745141251
2045,RUS,SSP3,0.749337717
2050,RUS,SSP3,0.752950877
2055,RUS,SSP3,0.755711452
2060,RUS,SSP3,0.758759356
2065,RUS,SSP3,0.761999233
2070,RUS,SSP3,0.765448288
2075,RUS,SSP3,0.767264748
2080,RUS,SSP3,NA
2085,RUS,SSP3,NA
2090,RUS,SSP3,NA
2095,RUS,SSP3,NA
2010,RWA,SSP3,0.341934966
2015,RWA,SSP3,0.338636216
2020,RWA,SSP3,0.339202685
2025,RWA,SSP3,0.339391854
2030,RWA,SSP3,0.339216966
2035,RWA,SSP3,0.337940091
2040,RWA,SSP3,0.338131967
2045,RWA,SSP3,0.338379968
2050,RWA,SSP3,0.33840302
2055,RWA,SSP3,0.341516483
2060,RWA,SSP3,0.34304862
2065,RWA,SSP3,0.347144354
2070,RWA,SSP3,0.349668092
2075,RWA,SSP3,0.352011666
2080,RWA,SSP3,NA
2085,RWA,SSP3,NA
2090,RWA,SSP3,NA
2095,RWA,SSP3,NA
2010,SAU,SSP3,0.734012506
2015,SAU,SSP3,0.739198463
2020,SAU,SSP3,0.742570686
2025,SAU,SSP3,0.744063595
2030,SAU,SSP3,0.747056943
2035,SAU,SSP3,0.751354026
2040,SAU,SSP3,0.756455896
2045,SAU,SSP3,0.761287586
2050,SAU,SSP3,0.764870917
2055,SAU,SSP3,0.766769277
2060,SAU,SSP3,0.768594016
2065,SAU,SSP3,0.770189407
2070,SAU,SSP3,0.771539553
2075,SAU,SSP3,0.771258022
2080,SAU,SSP3,NA
2085,SAU,SSP3,NA
2090,SAU,SSP3,NA
2095,SAU,SSP3,NA
2010,SDN,SSP3,0.372998266
2015,SDN,SSP3,0.384310322
2020,SDN,SSP3,0.395911815
2025,SDN,SSP3,0.402508472
2030,SDN,SSP3,0.408063893
2035,SDN,SSP3,0.412428632
2040,SDN,SSP3,0.413966701
2045,SDN,SSP3,0.414262174
2050,SDN,SSP3,0.413846253
2055,SDN,SSP3,0.412753343
2060,SDN,SSP3,0.412729808
2065,SDN,SSP3,0.413643571
2070,SDN,SSP3,0.414513201
2075,SDN,SSP3,0.414324436
2080,SDN,SSP3,NA
2085,SDN,SSP3,NA
2090,SDN,SSP3,NA
2095,SDN,SSP3,NA
2010,SEN,SSP3,0.347341241
2015,SEN,SSP3,0.347768052
2020,SEN,SSP3,0.352555743
2025,SEN,SSP3,0.355678764
2030,SEN,SSP3,0.357823007
2035,SEN,SSP3,0.358770812
2040,SEN,SSP3,0.359167097
2045,SEN,SSP3,0.359278988
2050,SEN,SSP3,0.360134283
2055,SEN,SSP3,0.36130203
2060,SEN,SSP3,0.363836808
2065,SEN,SSP3,0.365970385
2070,SEN,SSP3,0.368926477
2075,SEN,SSP3,0.370716994
2080,SEN,SSP3,NA
2085,SEN,SSP3,NA
2090,SEN,SSP3,NA
2095,SEN,SSP3,NA
2010,SGP,SSP3,0.837388882
2015,SGP,SSP3,0.846029928
2020,SGP,SSP3,0.852142491
2025,SGP,SSP3,0.855476862
2030,SGP,SSP3,0.857991233
2035,SGP,SSP3,0.861112985
2040,SGP,SSP3,0.864689606
2045,SGP,SSP3,0.868021185
2050,SGP,SSP3,0.870119075
2055,SGP,SSP3,0.870802576
2060,SGP,SSP3,0.871490213
2065,SGP,SSP3,0.872176377
2070,SGP,SSP3,0.872934693
2075,SGP,SSP3,0.87201732
2080,SGP,SSP3,NA
2085,SGP,SSP3,NA
2090,SGP,SSP3,NA
2095,SGP,SSP3,NA
2010,SLE,SSP3,0.290407425
2015,SLE,SSP3,0.294963898
2020,SLE,SSP3,0.300218792
2025,SLE,SSP3,0.306514156
2030,SLE,SSP3,0.310344509
2035,SLE,SSP3,0.31355017
2040,SLE,SSP3,0.315473077
2045,SLE,SSP3,0.317601883
2050,SLE,SSP3,0.319269218
2055,SLE,SSP3,0.320970197
2060,SLE,SSP3,0.323170838
2065,SLE,SSP3,0.324982812
2070,SLE,SSP3,0.327868199
2075,SLE,SSP3,0.329496325
2080,SLE,SSP3,NA
2085,SLE,SSP3,NA
2090,SLE,SSP3,NA
2095,SLE,SSP3,NA
2010,SLV,SSP3,0.584595935
2015,SLV,SSP3,0.592176283
2020,SLV,SSP3,0.599588028
2025,SLV,SSP3,0.606029472
2030,SLV,SSP3,0.612638712
2035,SLV,SSP3,0.619433451
2040,SLV,SSP3,0.625980619
2045,SLV,SSP3,0.63138544
2050,SLV,SSP3,0.635181177
2055,SLV,SSP3,0.63776388
2060,SLV,SSP3,0.639997868
2065,SLV,SSP3,0.64190306
2070,SLV,SSP3,0.643918731
2075,SLV,SSP3,0.644876828
2080,SLV,SSP3,NA
2085,SLV,SSP3,NA
2090,SLV,SSP3,NA
2095,SLV,SSP3,NA
2010,SOM,SSP3,NA
2015,SOM,SSP3,NA
2020,SOM,SSP3,NA
2025,SOM,SSP3,NA
2030,SOM,SSP3,NA
2035,SOM,SSP3,NA
2040,SOM,SSP3,NA
2045,SOM,SSP3,NA
2050,SOM,SSP3,NA
2055,SOM,SSP3,NA
2060,SOM,SSP3,NA
2065,SOM,SSP3,NA
2070,SOM,SSP3,NA
2075,SOM,SSP3,NA
2080,SOM,SSP3,NA
2085,SOM,SSP3,NA
2090,SOM,SSP3,NA
2095,SOM,SSP3,NA
2010,SRB,SSP3,0.704335062
2015,SRB,SSP3,0.715586525
2020,SRB,SSP3,0.736231342
2025,SRB,SSP3,0.752924828
2030,SRB,SSP3,0.764109254
2035,SRB,SSP3,0.771524592
2040,SRB,SSP3,0.776713924
2045,SRB,SSP3,0.780380761
2050,SRB,SSP3,0.782674505
2055,SRB,SSP3,0.784021009
2060,SRB,SSP3,0.785713164
2065,SRB,SSP3,0.787715233
2070,SRB,SSP3,0.789868373
2075,SRB,SSP3,0.790602862
2080,SRB,SSP3,NA
2085,SRB,SSP3,NA
2090,SRB,SSP3,NA
2095,SRB,SSP3,NA
2010,STP,SSP3,0.424756891
2015,STP,SSP3,0.436750193
2020,STP,SSP3,0.452164771
2025,STP,SSP3,0.461073161
2030,STP,SSP3,0.46659118
2035,STP,SSP3,0.470587263
2040,STP,SSP3,0.47459066
2045,STP,SSP3,0.477586387
2050,STP,SSP3,0.480706748
2055,STP,SSP3,0.48395739
2060,STP,SSP3,0.487459509
2065,STP,SSP3,0.491076466
2070,STP,SSP3,0.494413716
2075,STP,SSP3,0.496402181
2080,STP,SSP3,NA
2085,STP,SSP3,NA
2090,STP,SSP3,NA
2095,STP,SSP3,NA
2010,SUR,SSP3,0.647490095
2015,SUR,SSP3,0.659948056
2020,SUR,SSP3,0.674379677
2025,SUR,SSP3,0.685135385
2030,SUR,SSP3,0.692945954
2035,SUR,SSP3,0.698829215
2040,SUR,SSP3,0.703827903
2045,SUR,SSP3,0.708160243
2050,SUR,SSP3,0.711058847
2055,SUR,SSP3,0.712749739
2060,SUR,SSP3,0.714401853
2065,SUR,SSP3,0.71577864
2070,SUR,SSP3,0.717087077
2075,SUR,SSP3,0.716884479
2080,SUR,SSP3,NA
2085,SUR,SSP3,NA
2090,SUR,SSP3,NA
2095,SUR,SSP3,NA
2010,SVK,SSP3,0.782670646
2015,SVK,SSP3,0.791205057
2020,SVK,SSP3,0.79808657
2025,SVK,SSP3,0.801231221
2030,SVK,SSP3,0.803724907
2035,SVK,SSP3,0.806486349
2040,SVK,SSP3,0.809834035
2045,SVK,SSP3,0.813268457
2050,SVK,SSP3,0.815994707
2055,SVK,SSP3,0.81780683
2060,SVK,SSP3,0.819908652
2065,SVK,SSP3,0.822292665
2070,SVK,SSP3,0.824938997
2075,SVK,SSP3,0.825894737
2080,SVK,SSP3,NA
2085,SVK,SSP3,NA
2090,SVK,SSP3,NA
2095,SVK,SSP3,NA
2010,SVN,SSP3,0.807826556
2015,SVN,SSP3,0.810974151
2020,SVN,SSP3,0.812693051
2025,SVN,SSP3,0.813887257
2030,SVN,SSP3,0.815837293
2035,SVN,SSP3,0.818683793
2040,SVN,SSP3,0.822305737
2045,SVN,SSP3,0.825926519
2050,SVN,SSP3,0.828775686
2055,SVN,SSP3,0.830619913
2060,SVN,SSP3,0.832829805
2065,SVN,SSP3,0.835260785
2070,SVN,SSP3,0.837830292
2075,SVN,SSP3,0.838777405
2080,SVN,SSP3,NA
2085,SVN,SSP3,NA
2090,SVN,SSP3,NA
2095,SVN,SSP3,NA
2010,SWE,SSP3,0.847900392
2015,SWE,SSP3,0.850668075
2020,SWE,SSP3,0.853450989
2025,SWE,SSP3,0.856217337
2030,SWE,SSP3,0.859328973
2035,SWE,SSP3,0.862310454
2040,SWE,SSP3,0.865456369
2045,SWE,SSP3,0.868366198
2050,SWE,SSP3,0.870630499
2055,SWE,SSP3,0.872262269
2060,SWE,SSP3,0.874391897
2065,SWE,SSP3,0.876660172
2070,SWE,SSP3,0.879021212
2075,SWE,SSP3,0.879433488
2080,SWE,SSP3,NA
2085,SWE,SSP3,NA
2090,SWE,SSP3,NA
2095,SWE,SSP3,NA
2010,SWZ,SSP3,0.489098462
2015,SWZ,SSP3,0.46887811
2020,SWZ,SSP3,0.468695106
2025,SWZ,SSP3,0.475773119
2030,SWZ,SSP3,0.482199951
2035,SWZ,SSP3,0.487490742
2040,SWZ,SSP3,0.489713137
2045,SWZ,SSP3,0.492357792
2050,SWZ,SSP3,0.502166507
2055,SWZ,SSP3,0.506011453
2060,SWZ,SSP3,0.510765708
2065,SWZ,SSP3,0.519167861
2070,SWZ,SSP3,0.526347525
2075,SWZ,SSP3,0.532939386
2080,SWZ,SSP3,NA
2085,SWZ,SSP3,NA
2090,SWZ,SSP3,NA
2095,SWZ,SSP3,NA
2010,SYR,SSP3,0.54765836
2015,SYR,SSP3,0.556060772
2020,SYR,SSP3,0.565357902
2025,SYR,SSP3,0.569736914
2030,SYR,SSP3,0.57270098
2035,SYR,SSP3,0.575041618
2040,SYR,SSP3,0.576826364
2045,SYR,SSP3,0.577717952
2050,SYR,SSP3,0.577321387
2055,SYR,SSP3,0.576030292
2060,SYR,SSP3,0.575159659
2065,SYR,SSP3,0.574736748
2070,SYR,SSP3,0.574806545
2075,SYR,SSP3,0.574102643
2080,SYR,SSP3,NA
2085,SYR,SSP3,NA
2090,SYR,SSP3,NA
2095,SYR,SSP3,NA
2010,TCD,SSP3,0.273251099
2015,TCD,SSP3,0.277463158
2020,TCD,SSP3,0.279702683
2025,TCD,SSP3,0.284232056
2030,TCD,SSP3,0.288243064
2035,TCD,SSP3,0.291412413
2040,TCD,SSP3,0.294130573
2045,TCD,SSP3,0.295804868
2050,TCD,SSP3,0.297958057
2055,TCD,SSP3,0.299832516
2060,TCD,SSP3,0.302011429
2065,TCD,SSP3,0.304312572
2070,TCD,SSP3,0.306512535
2075,TCD,SSP3,0.308327879
2080,TCD,SSP3,NA
2085,TCD,SSP3,NA
2090,TCD,SSP3,NA
2095,TCD,SSP3,NA
2010,THA,SSP3,0.633908433
2015,THA,SSP3,0.641518335
2020,THA,SSP3,0.651531653
2025,THA,SSP3,0.659518132
2030,THA,SSP3,0.666307872
2035,THA,SSP3,0.672286324
2040,THA,SSP3,0.678695036
2045,THA,SSP3,0.684570818
2050,THA,SSP3,0.688932965
2055,THA,SSP3,0.691117626
2060,THA,SSP3,0.692868994
2065,THA,SSP3,0.693968054
2070,THA,SSP3,0.694716217
2075,THA,SSP3,0.694189917
2080,THA,SSP3,NA
2085,THA,SSP3,NA
2090,THA,SSP3,NA
2095,THA,SSP3,NA
2010,TJK,SSP3,0.568030265
2015,TJK,SSP3,0.599463906
2020,TJK,SSP3,0.653430453
2025,TJK,SSP3,0.692836986
2030,TJK,SSP3,0.716216621
2035,TJK,SSP3,0.728805325
2040,TJK,SSP3,0.735887939
2045,TJK,SSP3,0.73989867
2050,TJK,SSP3,0.742442542
2055,TJK,SSP3,0.743653121
2060,TJK,SSP3,0.745000612
2065,TJK,SSP3,0.746822687
2070,TJK,SSP3,0.748576084
2075,TJK,SSP3,0.749286426
2080,TJK,SSP3,NA
2085,TJK,SSP3,NA
2090,TJK,SSP3,NA
2095,TJK,SSP3,NA
2010,TKM,SSP3,0.640177127
2015,TKM,SSP3,0.652028907
2020,TKM,SSP3,0.675842561
2025,TKM,SSP3,0.691540245
2030,TKM,SSP3,0.701719867
2035,TKM,SSP3,0.707314453
2040,TKM,SSP3,0.711332782
2045,TKM,SSP3,0.714574586
2050,TKM,SSP3,0.716620094
2055,TKM,SSP3,0.718278708
2060,TKM,SSP3,0.719988842
2065,TKM,SSP3,0.722187154
2070,TKM,SSP3,0.72481992
2075,TKM,SSP3,0.725893006
2080,TKM,SSP3,NA
2085,TKM,SSP3,NA
2090,TKM,SSP3,NA
2095,TKM,SSP3,NA
2010,TLS,SSP3,0.49961161
2015,TLS,SSP3,0.523506797
2020,TLS,SSP3,0.559021087
2025,TLS,SSP3,0.588365049
2030,TLS,SSP3,0.608514603
2035,TLS,SSP3,0.621614034
2040,TLS,SSP3,0.632326616
2045,TLS,SSP3,0.638471998
2050,TLS,SSP3,0.642116066
2055,TLS,SSP3,0.642974377
2060,TLS,SSP3,0.644802851
2065,TLS,SSP3,0.647295343
2070,TLS,SSP3,0.648715614
2075,TLS,SSP3,0.648075181
2080,TLS,SSP3,NA
2085,TLS,SSP3,NA
2090,TLS,SSP3,NA
2095,TLS,SSP3,NA
2010,TON,SSP3,0.636423097
2015,TON,SSP3,0.640722487
2020,TON,SSP3,0.647346429
2025,TON,SSP3,0.656009146
2030,TON,SSP3,0.665277851
2035,TON,SSP3,0.67381322
2040,TON,SSP3,0.68073292
2045,TON,SSP3,0.685909149
2050,TON,SSP3,0.689392132
2055,TON,SSP3,0.691541944
2060,TON,SSP3,0.693533172
2065,TON,SSP3,0.695467066
2070,TON,SSP3,0.697442121
2075,TON,SSP3,0.698069674
2080,TON,SSP3,NA
2085,TON,SSP3,NA
2090,TON,SSP3,NA
2095,TON,SSP3,NA
2010,TTO,SSP3,0.712338094
2015,TTO,SSP3,0.722750206
2020,TTO,SSP3,0.729236807
2025,TTO,SSP3,0.730243667
2030,TTO,SSP3,0.731941411
2035,TTO,SSP3,0.735667105
2040,TTO,SSP3,0.741185663
2045,TTO,SSP3,0.746873722
2050,TTO,SSP3,0.751298143
2055,TTO,SSP3,0.75424825
2060,TTO,SSP3,0.757063356
2065,TTO,SSP3,0.75948754
2070,TTO,SSP3,0.761743167
2075,TTO,SSP3,0.762442389
2080,TTO,SSP3,NA
2085,TTO,SSP3,NA
2090,TTO,SSP3,NA
2095,TTO,SSP3,NA
2010,TUN,SSP3,0.648642269
2015,TUN,SSP3,0.666794656
2020,TUN,SSP3,0.683168225
2025,TUN,SSP3,0.69362227
2030,TUN,SSP3,0.70102239
2035,TUN,SSP3,0.709936443
2040,TUN,SSP3,0.720936033
2045,TUN,SSP3,0.73214465
2050,TUN,SSP3,0.74189657
2055,TUN,SSP3,0.748893684
2060,TUN,SSP3,0.754128982
2065,TUN,SSP3,0.757763298
2070,TUN,SSP3,0.760302381
2075,TUN,SSP3,0.760671123
2080,TUN,SSP3,NA
2085,TUN,SSP3,NA
2090,TUN,SSP3,NA
2095,TUN,SSP3,NA
2010,TUR,SSP3,0.64026569
2015,TUR,SSP3,0.644033124
2020,TUR,SSP3,0.651210015
2025,TUR,SSP3,0.658704725
2030,TUR,SSP3,0.664119878
2035,TUR,SSP3,0.669398501
2040,TUR,SSP3,0.673669801
2045,TUR,SSP3,0.677526163
2050,TUR,SSP3,0.679965536
2055,TUR,SSP3,0.681694173
2060,TUR,SSP3,0.683624532
2065,TUR,SSP3,0.685251468
2070,TUR,SSP3,0.686922614
2075,TUR,SSP3,0.687077051
2080,TUR,SSP3,NA
2085,TUR,SSP3,NA
2090,TUR,SSP3,NA
2095,TUR,SSP3,NA
2010,TZA,SSP3,0.420065753
2015,TZA,SSP3,0.421237241
2020,TZA,SSP3,0.427486638
2025,TZA,SSP3,0.429288649
2030,TZA,SSP3,0.430152137
2035,TZA,SSP3,0.430062838
2040,TZA,SSP3,0.430058498
2045,TZA,SSP3,0.429687778
2050,TZA,SSP3,0.431402588
2055,TZA,SSP3,0.432496396
2060,TZA,SSP3,0.433452008
2065,TZA,SSP3,0.435812193
2070,TZA,SSP3,0.436484883
2075,TZA,SSP3,0.437994365
2080,TZA,SSP3,NA
2085,TZA,SSP3,NA
2090,TZA,SSP3,NA
2095,TZA,SSP3,NA
2010,UGA,SSP3,0.375752854
2015,UGA,SSP3,0.373474295
2020,UGA,SSP3,0.376677046
2025,UGA,SSP3,0.379372949
2030,UGA,SSP3,0.381370058
2035,UGA,SSP3,0.382923519
2040,UGA,SSP3,0.384347079
2045,UGA,SSP3,0.385184449
2050,UGA,SSP3,0.387586572
2055,UGA,SSP3,0.388731202
2060,UGA,SSP3,0.390951209
2065,UGA,SSP3,0.392294635
2070,UGA,SSP3,0.39557052
2075,UGA,SSP3,0.395401047
2080,UGA,SSP3,NA
2085,UGA,SSP3,NA
2090,UGA,SSP3,NA
2095,UGA,SSP3,NA
2010,UKR,SSP3,0.645978669
2015,UKR,SSP3,0.662757721
2020,UKR,SSP3,0.689104836
2025,UKR,SSP3,0.711830041
2030,UKR,SSP3,0.726542121
2035,UKR,SSP3,0.735724104
2040,UKR,SSP3,0.74193347
2045,UKR,SSP3,0.747041472
2050,UKR,SSP3,0.751113626
2055,UKR,SSP3,0.754264303
2060,UKR,SSP3,0.757693477
2065,UKR,SSP3,0.761287835
2070,UKR,SSP3,0.765019537
2075,UKR,SSP3,0.767185257
2080,UKR,SSP3,NA
2085,UKR,SSP3,NA
2090,UKR,SSP3,NA
2095,UKR,SSP3,NA
2010,URY,SSP3,0.68917304
2015,URY,SSP3,0.698822012
2020,URY,SSP3,0.712201513
2025,URY,SSP3,0.721441506
2030,URY,SSP3,0.728211616
2035,URY,SSP3,0.733321834
2040,URY,SSP3,0.737907524
2045,URY,SSP3,0.741462465
2050,URY,SSP3,0.743824299
2055,URY,SSP3,0.745046938
2060,URY,SSP3,0.746282562
2065,URY,SSP3,0.747481602
2070,URY,SSP3,0.74866751
2075,URY,SSP3,0.748461678
2080,URY,SSP3,NA
